ID,date,visitNumber,Channel,Conversion
372,20170502,1,3,1
373,20170502,1,3,0
374,20170502,3,3,0
375,20170502,2,3,1
376,20170502,3,3,1
377,20170502,1,3,1
378,20170502,1,3,0
379,20170502,26,3,1
380,20170502,90,3,0
381,20170502,2,3,0
382,20170502,14,3,0
383,20170502,98,3,0
384,20170502,1,3,0
385,20170502,2,3,0
386,20170502,1,3,0
387,20170502,2,3,0
388,20170502,1,3,0
389,20170502,1,3,0
390,20170502,1,3,0
391,20170502,1,3,0
392,20170502,1,3,0
393,20170502,9,3,0
394,20170502,2,3,0
395,20170502,5,3,0
396,20170502,1,3,0
397,20170502,1,3,0
398,20170502,2,3,0
399,20170502,1,3,0
400,20170502,2,3,0
401,20170502,2,3,0
402,20170502,4,3,0
403,20170502,16,3,0
404,20170502,1,3,0
405,20170502,2,3,0
406,20170502,2,3,0
407,20170502,2,3,0
408,20170502,2,3,0
409,20170502,2,3,0
410,20170502,2,3,0
411,20170502,2,3,0
412,20170502,2,3,0
413,20170502,1,3,0
414,20170502,1,3,0
415,20170502,1,3,0
416,20170502,1,3,0
417,20170502,1,3,0
418,20170502,1,3,0
419,20170502,3,3,0
420,20170502,36,3,0
421,20170502,4,3,0
422,20170502,1,3,0
423,20170502,1,3,0
424,20170502,4,3,0
425,20170502,1,3,0
426,20170502,2,3,0
427,20170502,1,3,0
428,20170502,1,3,0
429,20170502,2,3,0
430,20170502,1,3,0
431,20170502,12,3,0
432,20170502,3,3,0
433,20170502,2,3,0
434,20170502,1,3,0
435,20170502,1,3,0
436,20170502,3,3,0
437,20170502,2,3,0
438,20170502,1,3,0
439,20170502,15,3,0
440,20170502,5,3,0
441,20170502,3,3,0
442,20170502,2,3,0
443,20170502,5,3,0
444,20170502,2,3,0
445,20170502,1,3,0
446,20170502,3,3,0
447,20170502,1,3,0
448,20170502,2,3,0
449,20170502,3,3,0
450,20170502,1,3,0
451,20170502,1,3,0
452,20170502,2,3,0
453,20170502,4,3,0
454,20170502,8,3,0
455,20170502,2,3,0
456,20170502,4,3,0
457,20170502,1,3,0
458,20170502,3,3,0
459,20170502,2,3,0
460,20170502,1,3,0
461,20170502,1,3,0
462,20170502,1,3,0
463,20170502,1,3,0
464,20170502,2,3,0
465,20170502,1,3,0
466,20170502,3,3,0
467,20170502,1,3,0
468,20170502,4,3,0
469,20170502,1,3,0
470,20170502,1,3,0
471,20170502,2,3,0
472,20170502,1,3,0
473,20170502,1,3,0
474,20170502,10,3,0
475,20170502,2,3,0
476,20170502,4,3,0
477,20170502,2,3,0
478,20170502,1,3,0
479,20170502,4,3,0
480,20170502,6,3,0
481,20170502,9,3,0
482,20170502,1,3,0
483,20170502,3,3,0
484,20170502,2,3,0
485,20170502,2,3,0
486,20170502,5,3,0
487,20170502,1,3,0
488,20170502,4,3,0
489,20170502,6,3,0
490,20170502,2,3,0
491,20170502,1,3,0
492,20170502,8,3,0
493,20170502,1,3,0
494,20170502,2,3,0
495,20170502,2,3,0
496,20170502,17,3,0
497,20170502,6,3,0
498,20170502,1,3,0
499,20170502,1,3,0
500,20170502,2,3,0
501,20170502,11,3,0
502,20170502,3,3,0
503,20170502,1,3,0
504,20170502,8,3,0
505,20170502,2,3,0
506,20170502,2,3,0
507,20170502,5,3,0
508,20170502,1,3,0
509,20170502,5,3,0
510,20170502,2,3,0
511,20170502,2,3,0
512,20170502,1,3,0
513,20170502,12,3,0
514,20170502,2,3,0
515,20170502,1,3,0
516,20170502,1,3,0
517,20170502,2,3,0
518,20170502,1,3,0
519,20170502,2,3,0
520,20170502,3,3,0
521,20170502,1,3,0
522,20170502,1,3,0
523,20170502,3,3,0
524,20170502,1,3,0
525,20170502,1,3,0
526,20170502,25,3,0
527,20170502,1,3,0
528,20170502,2,3,0
529,20170502,19,3,0
530,20170502,31,3,0
531,20170502,1,3,0
532,20170502,7,3,0
533,20170502,1,3,0
534,20170502,2,3,0
535,20170502,6,3,0
536,20170502,1,3,0
537,20170502,3,3,0
538,20170502,1,3,0
539,20170502,2,3,0
540,20170502,1,3,0
541,20170502,1,3,0
542,20170502,3,3,0
543,20170502,1,3,0
544,20170502,20,3,0
545,20170502,16,3,0
546,20170502,2,3,0
547,20170502,6,3,0
548,20170502,1,3,0
549,20170502,3,3,0
550,20170502,1,3,0
551,20170502,2,3,0
552,20170502,2,3,0
553,20170502,2,3,0
554,20170502,2,3,0
555,20170502,1,3,0
556,20170502,5,3,0
557,20170502,6,3,0
558,20170502,18,3,0
559,20170502,2,3,0
560,20170502,2,3,0
561,20170502,1,3,0
562,20170502,2,3,0
563,20170502,50,3,0
564,20170502,2,3,0
565,20170502,2,3,0
566,20170502,1,3,0
567,20170502,1,3,0
568,20170502,1,3,0
569,20170502,2,3,0
570,20170502,2,3,0
571,20170502,1,3,0
572,20170502,2,3,0
573,20170502,1,3,0
574,20170502,2,3,0
575,20170502,2,3,0
576,20170502,3,3,0
577,20170502,1,3,0
578,20170502,1,3,0
579,20170502,3,3,0
580,20170502,3,3,0
581,20170502,6,3,0
582,20170502,4,3,0
583,20170502,10,3,0
584,20170502,1,3,0
585,20170502,1,3,0
586,20170502,7,3,0
587,20170502,1,3,0
588,20170502,3,3,0
589,20170502,3,3,0
590,20170502,5,3,0
591,20170502,2,3,0
592,20170502,4,3,0
593,20170502,1,3,0
594,20170502,2,3,0
595,20170502,1,3,0
596,20170502,1,3,0
597,20170502,1,3,0
598,20170502,15,3,0
599,20170502,3,3,0
600,20170502,2,3,0
601,20170502,1,3,0
602,20170526,1,3,0
603,20170526,2,3,0
604,20170526,3,3,0
605,20170526,2,3,0
606,20170526,1,3,0
607,20170526,1,3,0
608,20170526,1,3,0
609,20170526,1,3,0
610,20170526,1,3,0
611,20170526,1,3,0
612,20170526,1,3,0
613,20170526,1,3,0
614,20170526,41,3,0
615,20170526,2,3,0
616,20170526,1,3,0
617,20170526,2,3,0
618,20170526,1,3,0
619,20170526,1,3,0
620,20170526,6,3,0
621,20170526,2,3,0
622,20170526,2,3,0
623,20170526,1,3,0
624,20170526,1,3,0
625,20170526,1,3,0
626,20170526,7,3,0
627,20170526,1,3,0
628,20170526,1,3,0
629,20170526,6,3,0
630,20170526,1,3,0
631,20170526,1,3,0
632,20170526,2,3,0
633,20170526,1,3,0
634,20170526,1,3,0
635,20170526,2,3,0
636,20170526,1,3,0
637,20170526,1,3,0
638,20170526,1,3,0
639,20170526,1,3,0
640,20170526,1,3,0
641,20170526,1,3,0
642,20170526,1,3,0
643,20170526,1,3,0
644,20170526,5,3,0
645,20170526,70,3,0
646,20170526,1,3,0
647,20170526,1,3,0
648,20170526,1,3,0
649,20170526,1,3,0
650,20170526,1,3,0
651,20170526,1,3,0
652,20170526,1,3,0
653,20170526,4,3,0
654,20170526,1,3,0
655,20170526,1,3,0
656,20170526,2,3,0
657,20170526,3,3,0
658,20170526,1,3,0
659,20170526,3,3,0
660,20170526,1,3,0
661,20170526,1,3,0
662,20170526,1,3,0
663,20170526,1,3,0
664,20170526,3,3,0
665,20170526,1,3,0
666,20170526,23,3,0
667,20170526,1,3,0
668,20170526,1,3,0
669,20170526,3,3,0
670,20170526,3,3,0
671,20170526,6,3,0
672,20170526,1,3,0
673,20170526,2,3,0
674,20170526,1,3,0
675,20170526,3,3,0
676,20170526,2,3,0
677,20170526,2,3,0
678,20170526,1,3,0
679,20170526,1,3,0
680,20170526,2,3,0
681,20170526,1,3,0
682,20170526,2,3,0
683,20170526,2,3,0
684,20170526,1,3,0
685,20170526,2,3,0
686,20170526,1,3,0
687,20170526,2,3,0
688,20170526,1,3,0
689,20170526,1,3,0
690,20170526,1,3,0
691,20170526,2,3,0
692,20170526,1,3,0
693,20170526,7,3,0
694,20170526,1,3,0
695,20170526,1,3,0
696,20170526,1,3,0
697,20170526,2,3,0
698,20170526,3,3,0
699,20170526,1,3,0
700,20170526,1,3,0
701,20170526,8,3,0
702,20170526,9,3,0
703,20170526,2,3,0
704,20170526,1,3,0
705,20170526,1,3,0
706,20170526,1,3,0
707,20170526,3,3,0
708,20170526,13,3,0
709,20170526,11,3,0
710,20170526,4,3,0
711,20170526,8,3,0
712,20170526,6,3,0
713,20170526,2,3,0
714,20170526,3,3,0
715,20170526,1,3,0
716,20170526,2,3,0
717,20170526,1,3,0
718,20170526,1,3,0
719,20170526,1,3,0
720,20170526,1,3,0
721,20170526,1,3,0
722,20170526,3,3,0
723,20170526,1,3,0
724,20170526,2,3,0
725,20170526,4,3,0
726,20170526,1,3,0
727,20170526,9,3,0
728,20170526,1,3,0
729,20170526,3,3,0
730,20170526,1,3,0
731,20170526,1,3,0
732,20170526,2,3,0
733,20170526,67,3,0
734,20170526,2,3,0
735,20170526,9,3,0
736,20170526,1,3,0
737,20170526,2,3,0
738,20170526,1,3,0
739,20170526,1,3,0
740,20170526,1,3,0
741,20170526,2,3,0
742,20170526,4,3,0
743,20170526,2,3,0
744,20170526,1,3,0
745,20170526,1,3,0
746,20170526,1,3,0
747,20170526,2,3,0
748,20170526,1,3,0
749,20170526,6,3,0
750,20170526,1,3,0
751,20170526,2,3,0
752,20170526,1,3,0
753,20170526,1,3,0
754,20170526,1,3,0
755,20170526,3,3,0
756,20170526,1,3,0
757,20170526,1,3,0
758,20170526,1,3,0
759,20170526,1,3,0
760,20170526,1,3,0
761,20170526,2,3,0
762,20170526,1,3,0
763,20170526,1,3,0
764,20170526,7,3,0
765,20170526,1,3,0
766,20170526,3,3,0
767,20170526,1,3,0
768,20170526,2,3,0
769,20170526,68,3,0
770,20170526,6,3,0
771,20170526,1,3,0
772,20170526,1,3,0
773,20170526,2,3,0
774,20170526,1,3,0
775,20170526,1,3,0
776,20170526,1,3,0
777,20170526,1,3,0
778,20170526,1,3,0
779,20170526,2,3,0
780,20170526,1,3,0
781,20170526,4,3,0
782,20170526,1,3,0
783,20170526,3,3,0
784,20170526,1,3,0
785,20170526,1,3,0
786,20170526,2,3,0
787,20170526,2,3,0
788,20170526,1,3,0
789,20170526,1,3,0
790,20170526,1,3,0
791,20170526,1,3,0
792,20170526,1,3,0
793,20170526,3,3,0
794,20170526,2,3,0
795,20170526,2,3,0
796,20170526,2,3,0
797,20170526,1,3,0
798,20170526,10,3,0
799,20170526,1,3,0
800,20170526,1,3,0
801,20170526,4,3,0
802,20170526,2,3,0
803,20170526,1,3,0
804,20170526,1,3,0
805,20170526,1,3,0
806,20170526,1,3,0
807,20170526,1,3,0
808,20170526,1,3,0
809,20170526,22,3,0
810,20170526,1,3,0
811,20170526,1,3,0
812,20170526,1,3,0
813,20170526,2,3,0
814,20170526,2,3,0
815,20170526,2,3,0
816,20170526,9,3,0
817,20170526,4,3,0
818,20170526,3,3,0
819,20170526,1,3,0
820,20170526,2,3,0
821,20170526,2,3,0
822,20170526,4,3,0
823,20170526,2,3,0
824,20170526,2,3,0
825,20170526,1,3,0
826,20170526,1,3,0
827,20170526,1,3,0
828,20170526,1,3,0
829,20170526,1,3,0
830,20170526,1,3,0
831,20170526,2,3,0
832,20170526,2,3,0
833,20170526,3,3,0
834,20170526,1,3,0
835,20170526,3,3,0
836,20170526,1,3,0
837,20170526,1,3,0
838,20170526,2,3,0
839,20170526,3,3,0
840,20170526,1,3,0
841,20170526,2,3,0
842,20170526,1,3,0
843,20170526,1,3,0
844,20170526,1,3,0
845,20170526,1,3,0
846,20170526,7,3,0
847,20170526,1,3,0
848,20170526,3,3,0
849,20170526,3,3,0
850,20170526,4,3,0
851,20170526,1,3,0
852,20170526,1,3,0
853,20170526,2,3,0
854,20170526,2,3,0
855,20170526,1,3,0
856,20170526,17,3,0
857,20170526,2,3,0
858,20170526,2,3,0
859,20170526,1,3,0
860,20170526,12,3,0
861,20170526,1,3,0
862,20170526,2,3,0
863,20170526,3,3,0
864,20170526,2,3,0
865,20170526,5,3,0
866,20170526,5,3,1
867,20170526,3,3,1
868,20170526,293,3,1
869,20170526,96,3,0
870,20170517,17,3,0
871,20170517,2,3,0
872,20170517,377,3,0
873,20170517,1,3,0
874,20170517,1,3,0
875,20170517,1,3,0
876,20170517,2,3,0
877,20170517,1,3,0
878,20170517,36,3,0
879,20170517,1,3,0
880,20170517,1,3,0
881,20170517,1,3,0
882,20170517,1,3,0
883,20170517,9,3,0
884,20170517,1,3,0
885,20170517,1,3,0
886,20170517,1,3,0
887,20170517,2,3,0
888,20170517,1,3,0
889,20170517,42,3,0
890,20170517,1,3,0
891,20170517,1,3,0
892,20170517,4,3,0
893,20170517,1,3,0
894,20170517,1,3,0
895,20170517,1,3,0
896,20170517,1,3,0
897,20170517,7,3,0
898,20170517,1,3,0
899,20170517,2,3,0
900,20170517,1,3,0
901,20170517,6,3,0
902,20170517,1,3,0
903,20170517,1,3,0
904,20170517,1,3,0
905,20170517,1,3,0
906,20170517,4,3,0
907,20170517,1,3,0
908,20170517,1,3,0
909,20170517,1,3,0
910,20170517,1,3,0
911,20170517,1,3,0
912,20170517,13,3,0
913,20170517,2,3,0
914,20170517,1,3,0
915,20170517,1,3,0
916,20170517,1,3,0
917,20170517,1,3,0
918,20170517,2,3,0
919,20170517,2,3,0
920,20170517,6,3,0
921,20170517,2,3,0
922,20170517,1,3,0
923,20170517,1,3,0
924,20170517,1,3,0
925,20170517,3,3,0
926,20170517,1,3,0
927,20170517,1,3,0
928,20170517,1,3,0
929,20170517,1,3,0
930,20170517,7,3,0
931,20170517,6,3,1
932,20170517,1,3,0
933,20170517,1,3,0
934,20170517,1,3,0
935,20170517,1,3,0
936,20170517,2,3,0
937,20170517,1,3,0
938,20170517,5,3,0
939,20170517,1,3,0
940,20170517,10,3,0
941,20170517,1,3,0
942,20170517,1,3,0
943,20170517,1,3,0
944,20170517,1,3,0
945,20170517,3,3,0
946,20170517,1,3,0
947,20170517,2,3,0
948,20170517,1,3,0
949,20170517,2,3,0
950,20170517,5,3,0
951,20170517,2,3,0
952,20170517,1,3,0
953,20170517,1,3,0
954,20170517,1,3,0
955,20170517,1,3,0
956,20170517,1,3,0
957,20170517,7,3,0
958,20170517,6,3,0
959,20170517,1,3,0
960,20170517,4,3,0
961,20170517,2,3,0
962,20170517,1,3,0
963,20170517,1,3,0
964,20170517,1,3,0
965,20170517,2,3,0
966,20170517,3,3,0
967,20170517,2,3,0
968,20170517,9,3,1
969,20170517,1,3,0
970,20170517,1,3,0
971,20170517,2,3,0
972,20170517,2,3,0
973,20170517,15,3,0
974,20170517,2,3,0
975,20170517,1,3,0
976,20170517,2,3,0
977,20170517,2,3,0
978,20170517,2,3,0
979,20170517,2,3,0
980,20170517,2,3,0
981,20170517,2,3,0
982,20170517,4,3,0
983,20170517,1,3,0
984,20170517,1,3,0
985,20170517,3,3,0
986,20170517,1,3,0
987,20170517,2,3,0
988,20170517,1,3,0
989,20170517,4,3,0
990,20170517,2,3,0
991,20170517,5,3,0
992,20170517,3,3,0
993,20170517,1,3,1
994,20170517,4,3,1
995,20170517,3,3,0
996,20170517,2,3,0
997,20170517,2,3,0
998,20170517,3,3,0
999,20170517,1,3,0
1000,20170517,1,3,0
1001,20170517,2,3,0
1002,20170517,2,3,0
1003,20170517,8,3,0
1004,20170517,1,3,0
1005,20170517,6,3,0
1006,20170517,2,3,0
1007,20170517,2,3,0
1008,20170517,1,3,0
1009,20170517,2,3,0
1010,20170517,2,3,0
1011,20170517,2,3,0
1012,20170517,5,3,0
1013,20170517,2,3,0
1014,20170517,1,3,0
1015,20170517,1,3,0
1016,20170517,1,3,0
1017,20170517,1,3,0
1018,20170517,75,3,0
1019,20170517,3,3,0
1020,20170517,1,3,0
1021,20170517,1,3,0
1022,20170517,2,3,0
1023,20170517,1,3,0
1024,20170517,1,3,0
1025,20170517,3,3,0
1026,20170517,1,3,0
1027,20170517,1,3,0
1028,20170517,1,3,0
1029,20170517,1,3,0
1030,20170517,1,3,0
1031,20170517,1,3,0
1032,20170517,2,3,0
1033,20170517,1,3,0
1034,20170517,1,3,0
1035,20170517,1,3,0
1036,20170517,1,3,0
1037,20170517,1,3,0
1038,20170517,1,3,0
1039,20170517,3,3,0
1040,20170517,1,3,0
1041,20170517,1,3,0
1042,20170517,1,3,0
1043,20170517,1,3,0
1044,20170517,1,3,0
1045,20170517,1,3,0
1046,20170517,1,3,0
1047,20170517,1,3,0
1048,20170517,1,3,0
1049,20170517,19,3,0
1050,20170517,1,3,0
1051,20170517,3,3,0
1052,20170517,1,3,0
1053,20170517,1,3,0
1054,20170517,1,3,0
1055,20170517,1,3,0
1056,20170517,2,3,0
1057,20170517,1,3,0
1058,20170517,1,3,0
1059,20170517,4,3,0
1060,20170517,2,3,0
1061,20170517,1,3,0
1062,20170517,1,3,0
1063,20170517,1,3,0
1064,20170517,1,3,0
1065,20170517,1,3,0
1066,20170517,1,3,0
1067,20170517,1,3,0
1068,20170517,1,3,0
1069,20170517,1,3,0
1070,20170517,1,3,0
1071,20170517,1,3,0
1072,20170517,1,3,0
1073,20170517,2,3,0
1074,20170517,1,3,0
1075,20170517,5,3,0
1076,20170517,1,3,0
1077,20170517,1,3,0
1078,20170517,1,3,0
1079,20170517,1,3,0
1080,20170517,2,3,0
1081,20170517,1,3,0
1082,20170517,1,3,0
1083,20170517,1,3,0
1084,20170517,1,3,0
1085,20170517,1,3,0
1086,20170517,1,3,0
1087,20170517,1,3,0
1088,20170517,1,3,0
1089,20170517,1,3,0
1090,20170517,1,3,0
1091,20170517,1,3,0
1092,20170517,4,3,0
1093,20170517,1,3,0
1094,20170517,6,3,0
1095,20170517,1,3,0
1096,20170517,1,3,0
1097,20170517,7,3,0
1098,20170517,1,3,0
1099,20170517,2,3,0
1100,20170517,1,3,0
1101,20170517,1,3,0
1102,20170517,1,3,0
1103,20170517,1,3,0
1104,20170517,1,3,0
1105,20170517,1,3,0
1106,20170517,2,3,0
1107,20170517,1,3,0
1108,20170517,4,3,0
1109,20170517,1,3,0
1110,20170517,1,3,0
1111,20170517,2,3,0
1112,20170517,1,3,0
1113,20170517,2,3,0
1114,20170517,1,3,0
1115,20170517,1,3,0
1116,20170517,1,3,0
1117,20170517,1,3,0
1118,20170517,1,3,0
1119,20170517,1,3,0
1120,20170517,1,3,0
1121,20170517,5,3,0
1122,20170517,18,3,0
1123,20170517,13,3,0
1124,20170517,11,3,0
1125,20170517,1,3,0
1126,20170517,1,3,0
1127,20170517,2,3,0
1128,20170517,1,3,0
1129,20170517,1,3,0
1130,20170517,7,3,0
1131,20170517,1,3,0
1132,20170517,2,3,0
1133,20170517,2,3,0
1134,20170517,1,3,0
1135,20170517,1,3,0
1136,20170517,1,3,0
1137,20170517,6,3,0
1138,20170517,6,3,0
1139,20170517,1,3,0
1140,20170517,1,3,0
1141,20170517,18,3,0
1142,20170517,1,3,0
1143,20170517,1,3,0
1144,20170517,4,3,0
1145,20170517,1,3,0
1146,20170517,1,3,0
1147,20170517,2,3,0
1148,20170517,1,3,0
1149,20170517,1,3,0
